,domain,designation,age,degree,cs_bg,experience,avg_time,holidays,week_back,city,graduated,mongodb,api,jwt,linux,sas,firebase,cnn,nginx,dart,postman,aws,jest,next,html,hasura,communication,vercel,django,docker,graphql,mysql,mui,opencv,python,express,flutter,ajax,vim,bootstrap,git,node,typescript,mongoose,react,tailwind,javascript,jquery,angular,sql,redux,salary
0,web development using python django,software engineer,22.0,No Degree,No,No,9.0,No,0.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,3.0
1,web development using node.js express,software engineer,21.0,Degree,No,No,12.0,No,2.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,2.16
2,web development using python django,nodejs developer,22.0,Degree,Yes,No,9.0,Yes,4.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,2.4
3,mern stack,software developer,23.0,No Degree,No,No,11.0,Yes,7.0,chennai,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,3.55
4,web development using python django,software engineer,22.0,No Degree,No,No,10.0,No,4.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,2.4
5,mern stack,nodejs developer,21.0,Degree,No,No,12.0,No,4.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,2.4
6,mern stack,software developer,21.0,No Degree,Yes,No,8.0,Yes,7.0,manjeri,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,6.2
7,web development using python django,software developer,27.0,No Degree,No,Yes [ Non IT industry ],12.0,No,1.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1.8
8,web development using python django,django developer,23.0,Degree,No,No,10.0,No,3.0,bangalore,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3.0
9,devops,assistant manager (it),22.0,Degree,Yes,No,10.0,No,4.0,wfh,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,8.0
10,mobile development using android kotlin,android developer,24.0,Degree,Yes,No,10.0,Yes,5.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,2.4
11,web development using python django,software engineer,22.0,Degree,No,No,12.0,Yes,4.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,2.58
12,mern stack,junior software engineer,24.0,Degree,No,No,12.0,No,2.0,bangalore,Yes,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7
13,web development using python django,software engineer,24.0,Degree,No,No,10.0,Yes,7.0,wfh,Yes,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4
14,web development using python django,junior software engineer,22.0,Degree,Yes,No,11.0,Yes,2.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1.8
15,web development using python django,software developer,22.0,No Degree,No,No,13.0,Yes,1.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,3.6
16,mern stack,software engineer,23.0,Degree,Yes,No,10.0,Yes,1.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3.0
17,mern stack,full stack developer,23.0,No Degree,No,No,12.0,No,1.0,bangalore,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,2.64
18,mern stack,junior nodejs developer,24.0,Degree,Yes,No,12.0,Yes,1.0,bangalore,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.16
19,web development using python django,python developer,24.0,No Degree,No,No,15.0,Yes,0.0,bangalore,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,2.64
20,web development using python django,software engineer,22.0,No Degree,No,Yes [ Non IT industry ],16.0,Yes,4.0,bangalore,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,3.36
21,web development using python django,fullstack developer,22.0,No Degree,No,No,15.0,Yes,7.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,3.6
22,web development using node.js express,software engineer,25.0,Diploma,No,Yes [ Non IT industry ],13.0,Yes,0.0,hyderabad,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,4.0
23,mobile development using android kotlin,junior android developer,22.0,Degree,Yes,No,12.0,Yes,0.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,2.76
24,mern stack,node js trainee,22.0,Degree,Yes,No,12.0,Yes,4.0,hyderabad,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,2.4
25,cybersecurity,software engineer,22.0,No Degree,No,No,12.0,No,7.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1.8
26,mern stack,junior fullstack developer,21.0,Degree,No,No,12.0,No,4.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3.0
27,machine learning,product engineer -ai/ml,24.0,No Degree,No,No,12.0,No,3.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,2.4
28,web development using python django,junior software engineer,23.0,No Degree,No,No,12.0,No,1.0,bangalore,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3.0
29,web development using python django,junior full stack developer,21.0,No Degree,No,No,10.0,No,5.0,bangalore,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3.24
30,mern stack,mern stack developer,21.0,No Degree,No,No,9.0,No,5.0,chennai,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3.6
31,mern stack,mern stack developer,22.0,Degree,Yes,No,9.0,Yes,7.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,2.7
32,mern stack,product engineer,24.0,No Degree,No,No,12.0,No,7.0,kochi,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3.6
33,mern stack,nodejs developer,21.0,No Degree,No,No,10.0,No,7.0,hyderabad,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,2.4
34,web development using python django,python developer intern,23.0,No Degree,No,No,12.0,No,0.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,3.4
35,web development using node.js express,nodejs developer,24.0,No Degree,No,Yes [ Non IT industry ],14.0,Yes,0.0,manjeri,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,2.4
36,web development using python django,python django developer,23.0,Degree,No,No,14.0,Yes,4.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,2.64
37,web development using python django,software engineer,22.0,No Degree,Yes,No,12.0,Yes,7.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,4.25
38,web development using python django,backend developer,22.0,No Degree,No,No,13.0,Yes,1.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,3.5
39,mobile development using flutter,mobile app developer,22.0,No Degree,Yes,No,9.0,Yes,4.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3.0
40,web development using python django,software developer,23.0,No Degree,No,No,10.0,Yes,7.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,2.4
41,mern stack,junior software engineer,22.0,Degree,Yes,No,12.0,Yes,4.0,hyderabad,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,2.52
42,web development using python django,software developer,22.0,Degree,Yes,No,9.0,No,4.0,wfh,Yes,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5
43,web development using python django,software developer,24.0,No Degree,No,No,11.0,No,0.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,3.6
44,web development using python django,python developer,22.0,No Degree,No,No,9.0,Yes,7.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,2.64
45,mern stack,software developer,26.0,Degree,No,Yes [ Non IT industry ],13.0,Yes,0.0,bangalore,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,2.2
46,web development using node.js express,node js developer,24.0,No Degree,No,Yes [ Non IT industry ],12.0,No,0.0,manjeri,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,3.84
47,mobile development using flutter,flutter developer,21.0,No Degree,Yes,No,9.0,Yes,7.0,calicut,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,4.5
48,web development using python django,python developer,22.0,Degree,No,No,10.0,No,0.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,2.0
49,web development using python django,junior software engineer,22.0,Degree,No,No,10.0,No,2.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,2.2
50,web development using python django,developer,22.0,Degree,Yes,No,10.0,Yes,4.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,4.2
51,web development using node.js express,poduct engineer,23.0,Degree,No,No,11.0,Yes,4.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,4.2
52,web development using node.js express,node js developer,22.0,No Degree,No,No,10.0,Yes,7.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,4.2
53,web development using node.js express,associate engineer,22.0,No Degree,No,No,14.0,Yes,2.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,3.4
54,mobile development using flutter,flutter developer,23.0,Degree,No,No,13.0,Yes,0.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,4.2
55,mern stack,software developer,23.0,No Degree,Yes,No,8.0,Yes,7.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,5.0
56,web development using python django,technical team,22.0,Degree,Yes,No,10.0,No,1.0,bangalore,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,4.5
57,web development using python django,backend developer,22.0,No Degree,No,No,10.0,No,0.0,bangalore,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,5.0
58,web development using python django,intern cto,22.0,No Degree,No,No,10.0,No,7.0,manjeri,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,3.6
59,mern stack,developer,22.0,No Degree,No,No,10.0,No,2.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,5.5
60,mern stack,developer,22.0,Degree,Yes,No,10.0,Yes,1.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,4.2
61,mern stack,mern stack developer,22.0,No Degree,No,No,10.0,No,0.0,bangalore,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3.6
62,web development using node.js express,junior software engineer,22.0,No Degree,No,No,9.0,No,1.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,3.6
63,web development using python django,developer,22.0,Degree,Yes,No,12.0,Yes,2.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,4.2
64,web development using node.js express,junior software engineer,22.0,Degree,No,No,12.0,Yes,1.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3.6
65,web development using python django,full stack developer,22.0,Degree,No,No,10.0,Yes,1.0,wfh,Yes,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5.5
66,mobile development using flutter,flutter developer,22.0,No Degree,Yes,No,10.0,Yes,7.0,manjeri,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,4.8
67,mobile development using flutter,junior flutter developer,22.0,Degree,Yes,No,10.0,Yes,1.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,5.0
68,mern stack,developer,22.0,No Degree,No,No,9.0,No,1.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,5.0
69,mobile development using flutter,flutter developer,22.0,Degree,Yes,No,9.0,No,4.0,wfh,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,6.0
70,mern stack,node js developer,22.0,No Degree,No,No,10.0,No,1.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,4.7
71,mern stack,nodejs developer,23.0,No Degree,No,No,11.0,No,1.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3.6
72,mobile development using flutter,flutter developer,22.0,Degree,Yes,No,10.0,No,4.0,wfh,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,6.36
73,mobile development using swift,ios developer,22.0,No Degree,Yes,No,8.0,Yes,7.0,manjeri,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,4.8
74,mobile development using flutter,flutter developer,23.0,Degree,No,No,10.0,No,2.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,7.2
75,mobile development using flutter,flutter developer,22.0,No Degree,Yes,No,8.0,Yes,4.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,7.2
76,mern stack,software developer,23.0,Degree,No,No,9.0,Yes,5.0,calicut,Yes,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6
77,web development using python django,python developer,22.0,Degree,No,No,12.0,Yes,2.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,3.5
78,mern stack,mern stack developer,23.0,Degree,Yes,No,10.0,Yes,7.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,3.36
79,mobile development using android kotlin,software developer,22.0,No Degree,Yes,No,8.0,Yes,7.0,manjeri,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,4.65
80,mern stack,mern stack developer,22.0,Degree,Yes,No,10.0,No,2.0,chennai,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,4.8
81,mern stack,mern stack developer,23.0,Degree,Yes,No,9.0,No,1.0,trivandrum,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.8
82,mern stack,mern stack developer,22.0,Degree,Yes,No,13.0,Yes,4.0,calicut,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4.0
83,web development using python django,junior software engineer,23.0,Degree,Yes,No,12.0,No,0.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,3.96
84,web development using python django,assosiate software engineer,23.0,No Degree,No,No,13.0,Yes,1.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,3.6
85,mobile development using android kotlin,software developer engineer,22.0,No Degree,Yes,No,13.0,Yes,7.0,manjeri,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,4.0
86,mobile development using swift,ios developer,21.0,Degree,No,No,16.0,Yes,0.0,wfh,Yes,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6
87,mern stack,executive research informatics,23.0,Degree,No,No,15.0,Yes,1.0,bangalore,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,4.0
88,mern stack,fullstack developer,22.0,No Degree,Yes,No,10.0,Yes,7.0,manjeri,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,4.8
89,mern stack,web gl developer,23.0,No Degree,No,Yes [ Non IT industry ],15.0,Yes,0.0,bangalore,Yes,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,3.6
90,mern stack,junior software engineer,21.0,Degree,No,No,12.0,No,2.0,others,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,4.8
91,mern stack,junior software engineer,19.0,No Degree,No,No,16.0,Yes,2.0,nagercoil,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,6.0
92,web development using python django,software development engineer i,22.0,Degree,No,No,10.0,Yes,7.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3.1
93,mern stack,independent consultant,22.0,Degree,No,No,10.0,No,4.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,3.0
94,mern stack,software engineer,21.0,Degree,Yes,No,14.0,Yes,7.0,chennai,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,5.3
95,mern stack,software engineer,19.0,No Degree,Yes,No,12.0,Yes,4.0,chennai,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6.0
96,mern stack,full stack developer,26.0,Degree,No,Yes [ Non IT industry ],14.0,Yes,1.0,calicut,Yes,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,4.8
97,web development using python django,data engineer,21.0,Degree,Yes,No,12.0,No,4.0,manjeri,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5.0
98,web development using python django,data engineer,23.0,No Degree,Yes,No,9.0,No,0.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,5.0
99,mern stack,frontend developer,21.0,No Degree,No,No,12.0,No,1.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,7.5
100,mobile development using flutter,flutter developer,22.0,No Degree,Yes,No,10.0,Yes,7.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,4.8
101,mern stack,trainee software engineer,22.0,No Degree,Yes,No,9.0,Yes,4.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3.0
102,mern stack,software engineer,21.0,Degree,Yes,No,12.0,No,4.0,chennai,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,6.0
103,mern stack,software developer,22.0,No Degree,Yes,No,11.0,No,1.0,bangalore,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,5.0
