,domain,designation,age,degree,cs_bg,experience,avg_time,holidays,week_back,city,graduated,mongodb,api,jwt,linux,sas,firebase,cnn,nginx,dart,postman,aws,jest,next,html,hasura,communication,vercel,django,docker,graphql,mysql,mui,opencv,python,express,flutter,ajax,vim,bootstrap,git,node,typescript,mongoose,react,tailwind,javascript,jquery,angular,sql,redux,salary
366,mern stack,fullstack developer,23.0,Degree,No,No,14.0,Yes,2.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,4.0
367,mobile development using flutter,flutter developer,22.0,No Degree,No,No,12.0,Yes,1.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,4.4
368,mern stack,mern stack developer,26.0,Degree,No,No,7.0,No,0.0,calicut,Yes,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6
369,web development using python django,backend developer,24.0,No Degree,No,No,9.0,No,7.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3.0
370,mobile development using flutter,junior developer,21.0,No Degree,No,No,9.0,Yes,7.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,3.6
371,mobile development using flutter,flutter nodejs developer,22.0,No Degree,Yes,No,10.0,Yes,7.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,4.4
372,mern stack,node js developer,24.0,No Degree,No,No,12.0,No,0.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,3.6
373,web development using python django,python developer,22.0,No Degree,No,No,13.0,Yes,2.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,4.0
374,web development using python django,associate product engineer,22.0,No Degree,Yes,No,8.0,Yes,5.0,bangalore,Yes,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6.0
375,mean stack,fullstack developer,23.0,No Degree,No,No,11.0,Yes,4.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,4.0
376,mern stack,software developer,23.0,No Degree,Yes,No,11.0,Yes,5.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,5.0
377,mern stack,mern stack developer,21.0,No Degree,No,No,10.0,No,1.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,4.2
378,mobile development using flutter,flutter developer,22.0,Degree,No,No,10.0,Yes,2.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,4.5
379,mern stack,fullstack developer,22.0,No Degree,No,No,13.0,Yes,7.0,manjeri,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,3.6
380,mern stack,backend developer,22.0,Degree,Yes,No,9.0,Yes,7.0,ernakulam,Yes,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4.0
381,mern stack,software programmer,22.0,Degree,Yes,No,10.0,No,4.0,wfh,Yes,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5.5
382,mern stack,web developer,22.0,No Degree,Yes,No,10.0,No,2.0,bangalore,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,4.8
383,mern stack,mern stack developer,22.0,No Degree,Yes,No,8.0,Yes,4.0,manjeri,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,5.0
384,mern stack,software developer,22.0,No Degree,Yes,No,9.0,No,2.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,5.0
385,mobile development using flutter,software developer,22.0,No Degree,No,No,12.0,Yes,7.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,3.6
386,golang,junior developer,25.0,No Degree,No,Yes [ Non IT industry ],12.0,No,0.0,calicut,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,5.7
387,web development using python django,software developer,23.0,Degree,Yes,No,10.0,No,1.0,wfh,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,4.5
388,mern stack,software developer,21.0,No Degree,Yes,No,9.0,No,5.0,hyderabad,Yes,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5.75
389,mobile development using flutter,junior developer,22.0,No Degree,Yes,No,10.0,No,7.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,5.4
390,mern stack,associate product engineer,23.0,No Degree,Yes,No,10.0,No,2.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,6.0
391,web development using python django,flutter developer,21.0,Degree,Yes,No,9.0,Yes,4.0,calicut,Yes,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6
392,mern stack,executive placement officer,22.0,Degree,Yes,No,10.0,No,1.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,5.0
393,mobile development using flutter,software engineer,22.0,No Degree,Yes,No,10.0,Yes,5.0,bangalore,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,5.0
394,golang,golang developer,22.0,Degree,Yes,No,9.0,No,7.0,manjeri,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,5.5
395,mobile development using flutter,junior flutter developer,22.0,No Degree,No,No,14.0,Yes,7.0,bangalore,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,4.25
396,mobile development using flutter,software developer,22.0,No Degree,Yes,No,9.0,No,1.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,5.0
397,mobile development using flutter,flutter developer trainee,22.0,No Degree,No,No,11.0,Yes,7.0,manjeri,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,4.3
398,mern stack,fullstack developer,24.0,No Degree,No,No,9.0,No,4.0,manjeri,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,3.6
399,mern stack,trainee software engineer,22.0,Degree,Yes,No,10.0,Yes,2.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,4.5
400,mobile development using flutter,flutter developer,23.0,Degree,Yes,No,10.0,No,0.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3.0
401,mern stack,react developer,22.0,Degree,Yes,No,10.0,No,1.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,4.5
402,mern stack,fullstack developer,24.0,Degree,No,No,7.0,No,0.0,manjeri,Yes,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
403,mern stack,junior web developer,22.0,No Degree,No,No,9.0,No,1.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,3.6
404,mern stack,software developer,21.0,Degree,Yes,No,10.0,No,4.0,nagercoil,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,4.5
405,mern stack,associate product engineer,22.0,Degree,Yes,No,10.0,No,4.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,6.0
406,mern stack,associate developer,21.0,No Degree,Yes,No,10.0,No,7.0,manjeri,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,4.0
407,mern stack,mern stack developer,22.0,Degree,No,No,10.0,No,4.0,wfh,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3.0
408,mobile development using flutter,flutter developer,23.0,Degree,Yes,No,10.0,Yes,4.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3.6
409,mern stack,software engineer,22.0,Degree,No,No,10.0,Yes,5.0,chennai,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3.6
410,devops,devops trainee,21.0,Degree,No,No,10.0,No,4.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,3.6
411,mern stack,project engineer backend,21.0,Degree,No,No,9.0,Yes,4.0,wfh,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,4.3
412,mern stack,mern stack developer,22.0,Degree,No,No,9.0,No,2.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,3.5
413,cybersecurity,junior security analyst,23.0,No Degree,No,No,10.0,No,7.0,bangalore,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,2.0
414,mern stack,mern stack developer,22.0,Degree,No,No,9.0,Yes,4.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3.6
415,mern stack,nodejs developer,22.0,No Degree,No,No,10.0,No,2.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,5.28
416,mern stack,react developer,23.0,Degree,Yes,No,10.0,Yes,5.0,wfh,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.0
417,mern stack,junior developer,22.0,Degree,Yes,No,10.0,Yes,7.0,bangalore,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3.6
418,mobile development using flutter,flutter developer,23.0,No Degree,No,No,10.0,No,1.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1.8
419,mobile development using flutter,flutter developer,22.0,Degree,Yes,No,10.0,No,4.0,wfh,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,5.5
420,mobile development using flutter,flutter developer,22.0,Degree,Yes,No,13.0,Yes,2.0,bangalore,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1.8
421,mern stack,junior mern stack developer,22.0,Degree,Yes,No,10.0,Yes,7.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3.6
422,web development using python django + react,data analyst,24.0,No Degree,Yes,No,10.0,Yes,5.0,manjeri,Yes,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
423,golang,golang developer,22.0,Degree,Yes,No,9.0,Yes,4.0,wfh,Yes,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,6.0
424,web development using python django,associate software engineer,22.0,No Degree,Yes,No,9.0,Yes,4.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,5.0
425,mern stack,fullstack developer,24.0,Degree,No,No,16.0,Yes,1.0,wfh,Yes,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4.5
426,mern stack,fullstack developer,22.0,No Degree,No,No,12.0,No,7.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,5.8
427,mobile development using flutter,flutter developer,22.0,No Degree,Yes,No,7.0,Yes,7.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,5.28
428,mobile development using flutter,flutter developer,23.0,Degree,No,No,10.0,Yes,1.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3.6
429,mern stack,trainee software developer,22.0,No Degree,Yes,No,10.0,No,2.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,6.0
430,web development using python django + react,python developer,22.0,No Degree,No,No,13.0,Yes,5.0,manjeri,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,4.4
431,mern stack,junior programmer analyst,23.0,Degree,No,No,10.0,No,2.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,5.0
432,mern stack,mern stack developer,22.0,Degree,No,No,10.0,No,4.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,3.0
433,web development using python django,software engineer,23.0,No Degree,No,No,10.0,No,0.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,4.5
434,web development using python django + react,backend developer,25.0,No Degree,No,No,11.0,No,0.0,wfh,Yes,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3.6
435,mern stack,trainee software developer,22.0,No Degree,No,No,10.0,No,7.0,chennai,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3.7
436,mobile development using flutter,flutter developer,22.0,Degree,No,No,10.0,Yes,4.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,4.2
437,mern stack,associate software engineer,23.0,No Degree,No,Yes [ Non IT industry ],16.0,Yes,1.0,bangalore,Yes,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,3.38
438,mern stack,software engineer,22.0,No Degree,Yes,No,7.0,Yes,2.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,5.0
439,mern stack,trainee software developer,22.0,No Degree,Yes,No,12.0,No,2.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,4.8
440,mern stack,product engineer associate,22.0,Degree,Yes,No,10.0,Yes,2.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,2.16
441,web development using python django + react,software developer engineer,31.0,Diploma,No,Yes [ Non IT industry ],12.0,Yes,2.0,chennai,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0
442,cybersecurity,soc engineer,22.0,No Degree,Yes,No,9.0,No,7.0,bangalore,Yes,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,12.0
443,mobile development using flutter,flutter developer,22.0,No Degree,Yes,No,7.0,Yes,5.0,manjeri,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,8.7
444,mern stack,software developer,22.0,No Degree,Yes,No,9.0,No,0.0,bangalore,No,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,4.8
445,mern stack,fullstack developer,23.0,Degree,No,No,10.0,No,2.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,6.0
446,web development using python django + react,python backend developer,22.0,No Degree,No,No,9.0,Yes,7.0,manjeri,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,4.2
447,mern stack,software engineer,22.0,No Degree,Yes,No,10.0,No,7.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,5.0
448,mern stack,fullstack developer,22.0,Degree,Yes,No,10.0,No,4.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,6.8
449,web development using python django,python developer,25.0,Diploma,No,Yes [ Non IT industry ],13.0,Yes,2.0,hyderabad,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2
450,mobile development using flutter,junior flutter developer,22.0,No Degree,Yes,No,9.0,Yes,3.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,4.8
451,mern stack,nodejs developer,22.0,No Degree,No,No,10.0,No,0.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,4.5
452,mobile development using flutter,flutter developer,22.0,No Degree,Yes,No,9.0,Yes,5.0,manjeri,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,4.0
453,mern stack,fullstack developer,22.0,No Degree,Yes,No,10.0,No,7.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,4.56
454,mern stack,associate product engineer,22.0,Degree,Yes,No,10.0,No,1.0,bangalore,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,5.0
455,mern stack,frontend developer,22.0,No Degree,No,No,10.0,No,0.0,wfh,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,5.0
456,mern stack,fullstack developer,31.0,Degree,No,Yes [ Non IT industry ],12.0,No,0.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,4.2
457,mern stack,fullstack developer,24.0,No Degree,No,Yes [ Non IT industry ],16.0,Yes,1.0,bangalore,Yes,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6
458,mern stack,associate product engineer,21.0,Degree,Yes,No,10.0,No,4.0,calicut,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.0
459,mern stack,software engineer,24.0,Degree,No,No,10.0,No,0.0,wfh,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,6.0
460,mern stack,mern stack developer,23.0,Degree,Yes,No,10.0,Yes,1.0,wfh,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0
461,mern stack,fullstack developer,22.0,Degree,Yes,No,9.0,Yes,0.0,bangalore,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,5.0
462,mern stack,junior software developer,21.0,Degree,No,No,10.0,No,3.0,nagercoil,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,4.8
463,mern stack,junior react developer,19.0,No Degree,No,No,10.0,No,2.0,bangalore,No,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3.6
464,mern stack,business development executive (bde),23.0,No Degree,No,Yes [ Non IT industry ],16.0,Yes,1.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2.53
465,data science,software development (apprentice),22.0,No Degree,Yes,No,9.0,Yes,7.0,manjeri,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,4.91
466,web development using python django + react,python developer,24.0,No Degree,No,No,9.0,Yes,5.0,manjeri,Yes,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3.6
467,mern stack,fullstack developer,19.0,No Degree,No,Bca dropout ,9.0,No,0.0,nagercoil,Yes,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4
468,mobile development using flutter,flutter developer,24.0,Degree,No,No,10.0,No,1.0,bangalore,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,4.8
469,web development using python django + react,python developer,23.0,Degree,No,No,11.0,Yes,2.0,manjeri,Yes,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,10.0
